Sentence,Tags
"['fake_prod_76', 'fake_misc_6', 'near', 'fake_date_88', 'york']","['B-PROD', 'B-MISC', 'O', 'I-DATE', 'I-LOC']"
"['david', 'was', 'born', 'in', 'fake_prod_85']","['B-PER', 'O', 'O', 'O', 'B-PROD']"
"['michael', 'studies', 'to', 'madrid']","['B-PER', 'O', 'O', 'B-LOC']"
"['fake_org_36', 'travels', 'fake_per_84', 'beijing']","['B-ORG', 'O', 'I-PER', 'B-LOC']"
"['fake_loc_55', 'moved', 'fake_loc_18', 'london']","['I-LOC', 'O', 'I-LOC', 'B-LOC']"
"['emma', 'lives', 'to', 'fake_misc_13', 'fake_org_43']","['B-PER', 'O', 'O', 'I-MISC', 'I-ORG']"
"['fake_date_11', 'studies', 'from', 'canada']","['I-DATE', 'O', 'O', 'B-LOC']"
"['fake_date_21', 'word_21', 'to', 'beijing']","['I-DATE', 'O', 'O', 'B-LOC']"
"['fake_org_43', 'fake_per_56', 'around', 'fake_misc_85']","['B-ORG', 'B-PER', 'O', 'I-MISC']"
"['michael', 'moved', 'fake_org_95', 'word_9']","['B-PER', 'O', 'I-ORG', 'O']"
"['fake_loc_69', 'fake_prod_60', 'fake_per_36', 'fake_per_38']","['I-LOC', 'B-PROD', 'I-PER', 'I-PER']"
"['jhon', 'word_17', 'near', 'fake_prod_80']","['B-PER', 'O', 'O', 'I-PROD']"
"['sarah', 'fake_misc_25', 'to', 'fake_prod_49']","['B-PER', 'I-MISC', 'O', 'B-PROD']"
"['alice', 'fake_misc_21', 'to', 'tokyo']","['B-PER', 'I-MISC', 'O', 'B-LOC']"
"['fake_prod_61', 'fake_loc_80', 'fake_date_57', 'fake_org_92']","['I-PROD', 'I-LOC', 'B-DATE', 'B-ORG']"
"['fake_misc_85', 'fake_per_61', 'fake_date_58', 'london']","['I-MISC', 'B-PER', 'I-DATE', 'B-LOC']"
"['mary', 'studies', 'to', 'beijing']","['B-PER', 'O', 'O', 'B-LOC']"
"['fake_loc_24', 'moved', 'to', 'new', 'york']","['B-LOC', 'O', 'O', 'B-LOC', 'I-LOC']"
"['fake_loc_41', 'studies', 'around', 'tokyo']","['B-LOC', 'O', 'O', 'B-LOC']"
"['fake_loc_9', 'works', 'fake_misc_66', 'rome']","['I-LOC', 'O', 'B-MISC', 'B-LOC']"
"['michael', 'fake_per_28', 'fake_loc_80', 'paris']","['B-PER', 'I-PER', 'I-LOC', 'B-LOC']"
"['fake_date_63', 'moved', 'from', 'fake_date_18']","['B-DATE', 'O', 'O', 'B-DATE']"
"['fake_org_85', 'fake_misc_86', 'fake_per_61', 'new', 'fake_date_37']","['B-ORG', 'B-MISC', 'B-PER', 'B-LOC', 'B-DATE']"
"['david', 'travels', 'around', 'rome']","['B-PER', 'O', 'O', 'B-LOC']"
"['michael', 'lives', 'around', 'word_58']","['B-PER', 'O', 'O', 'O']"
"['charlie', 'fake_org_10', 'fake_per_9', 'word_60']","['B-PER', 'I-ORG', 'B-PER', 'O']"
"['linda', 'travels', 'in', 'tokyo']","['B-PER', 'O', 'O', 'B-LOC']"
"['fake_prod_26', 'fake_per_55', 'fake_per_90', 'fake_date_79']","['B-PROD', 'I-PER', 'I-PER', 'B-DATE']"
"['fake_org_4', 'fake_prod_46', 'fake_org_93', 'tokyo']","['B-ORG', 'B-PROD', 'B-ORG', 'B-LOC']"
"['mary', 'fake_org_79', 'fake_loc_90', 'fake_misc_8']","['B-PER', 'B-ORG', 'B-LOC', 'I-MISC']"
"['jhon', 'word_53', 'word_80', 'london']","['B-PER', 'O', 'O', 'B-LOC']"
"['word_64', 'fake_misc_51', 'fake_per_36', 'berlin']","['O', 'B-MISC', 'I-PER', 'B-LOC']"
"['david', 'was', 'born', 'fake_loc_14', 'paris']","['B-PER', 'O', 'O', 'B-LOC', 'B-LOC']"
"['bob', 'fake_loc_96', 'around', 'madrid']","['B-PER', 'I-LOC', 'O', 'B-LOC']"
"['charlie', 'fake_org_44', 'around', 'fake_misc_77', 'fake_org_4']","['B-PER', 'I-ORG', 'O', 'B-MISC', 'B-ORG']"
"['mary', 'fake_date_93', 'fake_org_28', 'fake_per_84']","['B-PER', 'I-DATE', 'B-ORG', 'I-PER']"
"['word_95', 'fake_per_23', 'fake_misc_26', 'beijing']","['O', 'B-PER', 'B-MISC', 'B-LOC']"
"['charlie', 'lives', 'word_9', 'beijing']","['B-PER', 'O', 'O', 'B-LOC']"
"['fake_org_69', 'lives', 'to', 'rome']","['B-ORG', 'O', 'O', 'B-LOC']"
"['word_71', 'fake_loc_8', 'fake_date_69', 'fake_misc_15']","['O', 'I-LOC', 'I-DATE', 'I-MISC']"
"['fake_prod_25', 'fake_prod_32', 'around', 'fake_prod_61']","['I-PROD', 'I-PROD', 'O', 'B-PROD']"
"['sarah', 'was', 'born', 'fake_misc_28', 'london']","['B-PER', 'O', 'O', 'I-MISC', 'B-LOC']"
"['michael', 'fake_loc_76', 'fake_loc_87', 'fake_misc_52']","['B-PER', 'I-LOC', 'I-LOC', 'I-MISC']"
"['michael', 'fake_date_71', 'word_36', 'madrid']","['B-PER', 'I-DATE', 'O', 'B-LOC']"
"['fake_prod_83', 'was', 'born', 'in', 'fake_misc_9']","['I-PROD', 'O', 'O', 'O', 'B-MISC']"
"['fake_date_93', 'fake_prod_28', 'fake_date_87', 'fake_org_32']","['I-DATE', 'B-PROD', 'I-DATE', 'I-ORG']"
"['alice', 'fake_misc_12', 'fake_date_22', 'berlin']","['B-PER', 'B-MISC', 'B-DATE', 'B-LOC']"
"['charlie', 'fake_loc_66', 'fake_prod_52', 'word_70']","['B-PER', 'B-LOC', 'I-PROD', 'O']"
"['fake_per_77', 'fake_org_57', 'from', 'fake_per_42']","['B-PER', 'I-ORG', 'O', 'B-PER']"
"['fake_prod_75', 'word_64', 'around', 'fake_loc_68', 'fake_org_89']","['B-PROD', 'O', 'O', 'B-LOC', 'B-ORG']"
"['mary', 'studies', 'fake_org_7', 'london']","['B-PER', 'O', 'I-ORG', 'B-LOC']"
"['jhon', 'lives', 'around', 'london']","['B-PER', 'O', 'O', 'B-LOC']"
"['charlie', 'studies', 'near', 'new', 'york']","['B-PER', 'O', 'O', 'B-LOC', 'I-LOC']"
"['mary', 'works', 'in', 'new', 'york']","['B-PER', 'O', 'O', 'B-LOC', 'I-LOC']"
"['fake_date_83', 'fake_date_11', 'from', 'tokyo']","['I-DATE', 'I-DATE', 'O', 'B-LOC']"
"['mary', 'moved', 'fake_prod_6', 'rome']","['B-PER', 'O', 'B-PROD', 'B-LOC']"
"['michael', 'fake_loc_91', 'around', 'london']","['B-PER', 'B-LOC', 'O', 'B-LOC']"
"['fake_org_36', 'fake_loc_25', 'fake_date_89', 'fake_loc_94']","['B-ORG', 'B-LOC', 'B-DATE', 'I-LOC']"
"['sarah', 'was', 'born', 'around', 'fake_prod_98']","['B-PER', 'O', 'O', 'O', 'I-PROD']"
"['charlie', 'studies', 'from', 'london']","['B-PER', 'O', 'O', 'B-LOC']"
"['jhon', 'was', 'born', 'around', 'fake_org_83']","['B-PER', 'O', 'O', 'O', 'I-ORG']"
"['sarah', 'was', 'born', 'in', 'rome']","['B-PER', 'O', 'O', 'O', 'B-LOC']"
"['emma', 'travels', 'fake_date_54', 'paris']","['B-PER', 'O', 'I-DATE', 'B-LOC']"
"['fake_prod_8', 'travels', 'from', 'word_58', 'fake_prod_30']","['I-PROD', 'O', 'O', 'O', 'I-PROD']"
"['fake_date_19', 'fake_prod_89', 'to', 'moscow']","['I-DATE', 'B-PROD', 'O', 'B-LOC']"
"['jhon', 'works', 'fake_per_52', 'fake_prod_12']","['B-PER', 'O', 'I-PER', 'B-PROD']"
"['fake_org_2', 'fake_date_6', 'to', 'new', 'york']","['I-ORG', 'I-DATE', 'O', 'B-LOC', 'I-LOC']"
"['fake_per_81', 'moved', 'fake_date_29', 'fake_per_63']","['B-PER', 'O', 'B-DATE', 'B-PER']"
"['jhon', 'fake_misc_88', 'fake_per_80', 'new', 'fake_org_52']","['B-PER', 'I-MISC', 'I-PER', 'B-LOC', 'I-ORG']"
"['word_13', 'fake_per_16', 'fake_loc_42', 'word_80']","['O', 'I-PER', 'B-LOC', 'O']"
"['michael', 'fake_misc_55', 'near', 'fake_loc_88']","['B-PER', 'I-MISC', 'O', 'B-LOC']"
"['fake_misc_94', 'fake_misc_62', 'fake_prod_31', 'fake_prod_23']","['B-MISC', 'I-MISC', 'B-PROD', 'I-PROD']"
"['fake_date_76', 'studies', 'around', 'madrid']","['B-DATE', 'O', 'O', 'B-LOC']"
"['fake_loc_95', 'travels', 'fake_date_35', 'fake_loc_15']","['I-LOC', 'O', 'B-DATE', 'B-LOC']"
"['fake_org_14', 'works', 'to', 'fake_org_97']","['B-ORG', 'O', 'O', 'B-ORG']"
"['fake_per_26', 'fake_loc_43', 'from', 'tokyo']","['I-PER', 'B-LOC', 'O', 'B-LOC']"
"['fake_org_90', 'studies', 'near', 'fake_loc_98']","['B-ORG', 'O', 'O', 'B-LOC']"
"['fake_org_26', 'studies', 'around', 'moscow']","['B-ORG', 'O', 'O', 'B-LOC']"
"['sarah', 'works', 'in', 'fake_prod_53']","['B-PER', 'O', 'O', 'B-PROD']"
"['sarah', 'fake_org_71', 'fake_org_89', 'fake_date_20']","['B-PER', 'B-ORG', 'B-ORG', 'I-DATE']"
"['fake_prod_78', 'fake_date_92', 'around', 'london']","['B-PROD', 'B-DATE', 'O', 'B-LOC']"
"['michael', 'travels', 'to', 'fake_misc_53']","['B-PER', 'O', 'O', 'B-MISC']"
"['fake_loc_67', 'fake_per_64', 'fake_loc_53', 'london']","['B-LOC', 'B-PER', 'B-LOC', 'B-LOC']"
"['michael', 'fake_org_83', 'fake_prod_40', 'fake_per_84']","['B-PER', 'B-ORG', 'B-PROD', 'B-PER']"
"['alice', 'moved', 'word_74', 'fake_per_85']","['B-PER', 'O', 'O', 'I-PER']"
"['bob', 'works', 'from', 'canada']","['B-PER', 'O', 'O', 'B-LOC']"
"['fake_prod_57', 'fake_misc_21', 'to', 'beijing']","['B-PROD', 'B-MISC', 'O', 'B-LOC']"
"['charlie', 'was', 'born', 'around', 'fake_loc_86']","['B-PER', 'O', 'O', 'O', 'B-LOC']"
"['fake_org_28', 'fake_date_41', 'fake_prod_33', 'canada']","['B-ORG', 'I-DATE', 'I-PROD', 'B-LOC']"
"['jhon', 'moved', 'word_50', 'london']","['B-PER', 'O', 'O', 'B-LOC']"
"['emma', 'fake_prod_2', 'in', 'rome']","['B-PER', 'I-PROD', 'O', 'B-LOC']"
"['alice', 'fake_loc_40', 'around', 'word_31']","['B-PER', 'I-LOC', 'O', 'O']"
"['david', 'moved', 'around', 'fake_per_54']","['B-PER', 'O', 'O', 'B-PER']"
"['fake_misc_52', 'fake_prod_46', 'fake_per_25', 'fake_misc_51']","['I-MISC', 'B-PROD', 'B-PER', 'I-MISC']"
"['charlie', 'fake_per_16', 'from', 'fake_misc_73']","['B-PER', 'I-PER', 'O', 'I-MISC']"
"['sarah', 'moved', 'fake_date_25', 'fake_loc_31']","['B-PER', 'O', 'B-DATE', 'I-LOC']"
"['fake_per_18', 'was', 'born', 'from', 'fake_prod_22']","['B-PER', 'O', 'O', 'O', 'B-PROD']"
"['linda', 'lives', 'near', 'moscow']","['B-PER', 'O', 'O', 'B-LOC']"
"['sarah', 'fake_misc_8', 'fake_per_41', 'madrid']","['B-PER', 'B-MISC', 'I-PER', 'B-LOC']"
"['mary', 'travels', 'in', 'london']","['B-PER', 'O', 'O', 'B-LOC']"
"['fake_prod_63', 'lives', 'fake_prod_87', 'word_84']","['I-PROD', 'O', 'I-PROD', 'O']"
"['fake_loc_33', 'moved', 'fake_date_74', 'fake_date_100', 'fake_org_67']","['B-LOC', 'O', 'I-DATE', 'B-DATE', 'I-ORG']"
"['sarah', 'fake_per_8', 'fake_date_97', 'tokyo']","['B-PER', 'I-PER', 'I-DATE', 'B-LOC']"
"['linda', 'fake_date_57', 'fake_date_33', 'paris']","['B-PER', 'B-DATE', 'I-DATE', 'B-LOC']"
"['fake_misc_5', 'lives', 'fake_per_88', 'fake_loc_43']","['B-MISC', 'O', 'I-PER', 'B-LOC']"
"['david', 'studies', 'near', 'tokyo']","['B-PER', 'O', 'O', 'B-LOC']"
"['emma', 'lives', 'fake_loc_40', 'fake_org_97']","['B-PER', 'O', 'B-LOC', 'I-ORG']"
"['fake_date_98', 'moved', 'fake_per_40', 'rome']","['B-DATE', 'O', 'I-PER', 'B-LOC']"
"['fake_loc_21', 'fake_per_15', 'fake_loc_25', 'madrid']","['I-LOC', 'B-PER', 'B-LOC', 'B-LOC']"
"['fake_per_74', 'fake_org_100', 'fake_prod_6', 'word_80', 'fake_loc_4']","['I-PER', 'B-ORG', 'B-PROD', 'O', 'B-LOC']"
"['jhon', 'lives', 'around', 'rome']","['B-PER', 'O', 'O', 'B-LOC']"
"['michael', 'fake_prod_28', 'in', 'moscow']","['B-PER', 'B-PROD', 'O', 'B-LOC']"
"['fake_prod_26', 'works', 'fake_prod_77', 'fake_date_20']","['B-PROD', 'O', 'I-PROD', 'B-DATE']"
"['fake_org_86', 'was', 'born', 'near', 'beijing']","['I-ORG', 'O', 'O', 'O', 'B-LOC']"
"['david', 'lives', 'fake_misc_21', 'fake_per_38']","['B-PER', 'O', 'B-MISC', 'B-PER']"
"['david', 'studies', 'near', 'canada']","['B-PER', 'O', 'O', 'B-LOC']"
"['fake_prod_3', 'studies', 'in', 'word_65']","['B-PROD', 'O', 'O', 'O']"
"['sarah', 'moved', 'fake_prod_76', 'paris']","['B-PER', 'O', 'I-PROD', 'B-LOC']"
"['michael', 'lives', 'from', 'fake_date_25']","['B-PER', 'O', 'O', 'I-DATE']"
"['fake_misc_24', 'fake_date_75', 'around', 'fake_prod_11']","['B-MISC', 'I-DATE', 'O', 'I-PROD']"
"['bob', 'lives', 'word_8', 'paris']","['B-PER', 'O', 'O', 'B-LOC']"
"['charlie', 'moved', 'in', 'london']","['B-PER', 'O', 'O', 'B-LOC']"
"['charlie', 'travels', 'word_2', 'fake_misc_15']","['B-PER', 'O', 'O', 'B-MISC']"
"['fake_misc_97', 'studies', 'to', 'fake_per_37']","['I-MISC', 'O', 'O', 'B-PER']"
"['sarah', 'fake_date_50', 'to', 'word_30']","['B-PER', 'B-DATE', 'O', 'O']"
"['jhon', 'fake_date_88', 'to', 'paris']","['B-PER', 'B-DATE', 'O', 'B-LOC']"
"['fake_prod_74', 'fake_per_74', 'to', 'new', 'fake_org_72']","['I-PROD', 'B-PER', 'O', 'B-LOC', 'I-ORG']"
"['fake_prod_80', 'fake_date_39', 'fake_misc_65', 'canada']","['B-PROD', 'B-DATE', 'B-MISC', 'B-LOC']"
"['michael', 'was', 'born', 'from', 'paris']","['B-PER', 'O', 'O', 'O', 'B-LOC']"
"['fake_date_89', 'travels', 'fake_loc_47', 'fake_misc_41']","['I-DATE', 'O', 'I-LOC', 'B-MISC']"
"['charlie', 'fake_date_75', 'from', 'tokyo']","['B-PER', 'I-DATE', 'O', 'B-LOC']"
"['sarah', 'lives', 'to', 'fake_prod_60']","['B-PER', 'O', 'O', 'I-PROD']"
"['fake_per_48', 'fake_date_70', 'to', 'rome']","['B-PER', 'I-DATE', 'O', 'B-LOC']"
"['fake_org_99', 'fake_loc_55', 'to', 'fake_date_33']","['I-ORG', 'I-LOC', 'O', 'I-DATE']"
"['fake_misc_92', 'travels', 'fake_loc_4', 'tokyo']","['B-MISC', 'O', 'B-LOC', 'B-LOC']"
"['alice', 'moved', 'fake_per_74', 'fake_org_1']","['B-PER', 'O', 'I-PER', 'I-ORG']"
"['fake_per_29', 'was', 'born', 'near', 'fake_org_94']","['B-PER', 'O', 'O', 'O', 'I-ORG']"
"['fake_prod_84', 'fake_org_27', 'from', 'fake_org_93']","['B-PROD', 'I-ORG', 'O', 'I-ORG']"
"['linda', 'fake_misc_92', 'word_54', 'canada']","['B-PER', 'I-MISC', 'O', 'B-LOC']"
"['fake_loc_11', 'fake_per_42', 'fake_prod_76', 'moscow']","['B-LOC', 'B-PER', 'I-PROD', 'B-LOC']"
"['word_69', 'fake_misc_93', 'in', 'fake_loc_74']","['O', 'B-MISC', 'O', 'B-LOC']"
"['michael', 'was', 'born', 'around', 'fake_misc_2', 'fake_misc_49']","['B-PER', 'O', 'O', 'O', 'B-MISC', 'B-MISC']"
"['fake_loc_82', 'fake_prod_95', 'fake_loc_80', 'fake_date_55', 'york']","['B-LOC', 'B-PROD', 'B-LOC', 'I-DATE', 'I-LOC']"
"['fake_misc_69', 'studies', 'from', 'madrid']","['B-MISC', 'O', 'O', 'B-LOC']"
"['fake_per_29', 'travels', 'around', 'berlin']","['I-PER', 'O', 'O', 'B-LOC']"
"['sarah', 'was', 'born', 'in', 'fake_loc_84']","['B-PER', 'O', 'O', 'O', 'B-LOC']"
"['sarah', 'fake_per_95', 'fake_date_56', 'beijing']","['B-PER', 'I-PER', 'I-DATE', 'B-LOC']"
"['fake_date_60', 'lives', 'around', 'new', 'york']","['I-DATE', 'O', 'O', 'B-LOC', 'I-LOC']"
"['linda', 'fake_date_38', 'fake_misc_11', 'new', 'york']","['B-PER', 'B-DATE', 'B-MISC', 'B-LOC', 'I-LOC']"
"['fake_date_54', 'word_18', 'in', 'word_48']","['B-DATE', 'O', 'O', 'O']"
"['fake_org_7', 'fake_misc_88', 'fake_loc_8', 'new', 'york']","['B-ORG', 'B-MISC', 'I-LOC', 'B-LOC', 'I-LOC']"
"['sarah', 'fake_per_90', 'in', 'fake_prod_23']","['B-PER', 'I-PER', 'O', 'B-PROD']"
"['david', 'was', 'born', 'near', 'beijing']","['B-PER', 'O', 'O', 'O', 'B-LOC']"
"['mary', 'fake_misc_87', 'near', 'fake_per_67']","['B-PER', 'B-MISC', 'O', 'I-PER']"
"['fake_per_63', 'lives', 'to', 'new', 'fake_org_95']","['I-PER', 'O', 'O', 'B-LOC', 'B-ORG']"
"['emma', 'moved', 'word_56', 'fake_misc_7']","['B-PER', 'O', 'O', 'I-MISC']"
"['fake_misc_99', 'fake_per_31', 'fake_org_69', 'rome']","['B-MISC', 'B-PER', 'B-ORG', 'B-LOC']"
"['alice', 'fake_loc_74', 'fake_per_100', 'fake_prod_65']","['B-PER', 'B-LOC', 'B-PER', 'B-PROD']"
"['fake_misc_90', 'travels', 'around', 'rome']","['I-MISC', 'O', 'O', 'B-LOC']"
"['sarah', 'word_54', 'in', 'canada']","['B-PER', 'O', 'O', 'B-LOC']"
"['sarah', 'lives', 'around', 'tokyo']","['B-PER', 'O', 'O', 'B-LOC']"
"['fake_misc_16', 'word_59', 'near', 'moscow']","['B-MISC', 'O', 'O', 'B-LOC']"
"['emma', 'works', 'fake_per_33', 'fake_misc_25']","['B-PER', 'O', 'B-PER', 'I-MISC']"
"['sarah', 'travels', 'near', 'madrid']","['B-PER', 'O', 'O', 'B-LOC']"
"['alice', 'studies', 'near', 'beijing']","['B-PER', 'O', 'O', 'B-LOC']"
"['jhon', 'word_81', 'around', 'fake_org_61']","['B-PER', 'O', 'O', 'I-ORG']"
"['sarah', 'studies', 'fake_date_33', 'fake_loc_16']","['B-PER', 'O', 'B-DATE', 'B-LOC']"
"['fake_misc_79', 'fake_org_19', 'from', 'berlin']","['B-MISC', 'B-ORG', 'O', 'B-LOC']"
"['fake_loc_22', 'works', 'near', 'berlin']","['B-LOC', 'O', 'O', 'B-LOC']"
"['fake_date_61', 'lives', 'around', 'fake_misc_91', 'york']","['B-DATE', 'O', 'O', 'I-MISC', 'I-LOC']"
"['fake_misc_56', 'fake_date_85', 'near', 'fake_date_79']","['I-MISC', 'I-DATE', 'O', 'B-DATE']"
"['fake_prod_31', 'fake_per_88', 'near', 'canada']","['B-PROD', 'B-PER', 'O', 'B-LOC']"
"['charlie', 'fake_per_48', 'around', 'fake_org_63']","['B-PER', 'B-PER', 'O', 'I-ORG']"
"['fake_loc_18', 'studies', 'near', 'new', 'york']","['B-LOC', 'O', 'O', 'B-LOC', 'I-LOC']"
"['fake_misc_42', 'fake_prod_27', 'near', 'rome']","['I-MISC', 'B-PROD', 'O', 'B-LOC']"
"['linda', 'studies', 'around', 'new', 'york']","['B-PER', 'O', 'O', 'B-LOC', 'I-LOC']"
"['jhon', 'fake_org_49', 'fake_misc_39', 'word_69']","['B-PER', 'B-ORG', 'I-MISC', 'O']"
"['linda', 'fake_date_67', 'from', 'moscow']","['B-PER', 'I-DATE', 'O', 'B-LOC']"
"['fake_per_5', 'fake_prod_49', 'fake_misc_13', 'berlin']","['B-PER', 'B-PROD', 'B-MISC', 'B-LOC']"
"['fake_loc_64', 'fake_prod_63', 'in', 'fake_org_7']","['I-LOC', 'I-PROD', 'O', 'B-ORG']"
"['mary', 'travels', 'fake_loc_91', 'fake_prod_94']","['B-PER', 'O', 'I-LOC', 'B-PROD']"
"['bob', 'fake_prod_4', 'fake_prod_95', 'word_55']","['B-PER', 'B-PROD', 'I-PROD', 'O']"
"['fake_loc_55', 'travels', 'fake_date_75', 'word_47']","['B-LOC', 'O', 'B-DATE', 'O']"
"['fake_per_99', 'fake_prod_35', 'in', 'fake_prod_50']","['I-PER', 'I-PROD', 'O', 'B-PROD']"
"['charlie', 'works', 'around', 'berlin']","['B-PER', 'O', 'O', 'B-LOC']"
"['fake_date_22', 'fake_per_11', 'near', 'fake_per_44']","['I-DATE', 'B-PER', 'O', 'B-PER']"
"['fake_per_45', 'travels', 'around', 'word_63', 'york']","['B-PER', 'O', 'O', 'O', 'I-LOC']"
"['fake_org_78', 'fake_misc_99', 'from', 'word_28']","['I-ORG', 'B-MISC', 'O', 'O']"
"['emma', 'works', 'to', 'canada']","['B-PER', 'O', 'O', 'B-LOC']"
"['alice', 'studies', 'in', 'tokyo']","['B-PER', 'O', 'O', 'B-LOC']"
"['fake_per_22', 'moved', 'in', 'canada']","['B-PER', 'O', 'O', 'B-LOC']"
"['fake_misc_42', 'lives', 'fake_prod_44', 'new', 'fake_date_97']","['I-MISC', 'O', 'B-PROD', 'B-LOC', 'I-DATE']"
"['fake_misc_23', 'studies', 'around', 'madrid']","['B-MISC', 'O', 'O', 'B-LOC']"
"['fake_per_59', 'fake_misc_13', 'fake_per_8', 'tokyo']","['B-PER', 'B-MISC', 'I-PER', 'B-LOC']"
"['jhon', 'moved', 'to', 'rome']","['B-PER', 'O', 'O', 'B-LOC']"
"['word_49', 'fake_prod_30', 'near', 'london']","['O', 'I-PROD', 'O', 'B-LOC']"
"['michael', 'fake_per_79', 'fake_prod_20', 'fake_prod_55']","['B-PER', 'I-PER', 'B-PROD', 'B-PROD']"
"['michael', 'moved', 'fake_org_100', 'canada']","['B-PER', 'O', 'I-ORG', 'B-LOC']"
"['fake_date_29', 'fake_org_54', 'to', 'word_56']","['B-DATE', 'I-ORG', 'O', 'O']"
"['fake_per_39', 'fake_org_9', 'fake_org_81', 'rome']","['B-PER', 'B-ORG', 'I-ORG', 'B-LOC']"
"['mary', 'fake_prod_63', 'fake_per_14', 'moscow']","['B-PER', 'I-PROD', 'I-PER', 'B-LOC']"
"['sarah', 'studies', 'to', 'moscow']","['B-PER', 'O', 'O', 'B-LOC']"
"['jhon', 'was', 'born', 'around', 'new', 'york']","['B-PER', 'O', 'O', 'O', 'B-LOC', 'I-LOC']"
"['michael', 'travels', 'around', 'berlin']","['B-PER', 'O', 'O', 'B-LOC']"
"['david', 'fake_org_18', 'around', 'tokyo']","['B-PER', 'I-ORG', 'O', 'B-LOC']"
"['linda', 'studies', 'fake_loc_27', 'london']","['B-PER', 'O', 'I-LOC', 'B-LOC']"
"['fake_per_49', 'lives', 'in', 'rome']","['B-PER', 'O', 'O', 'B-LOC']"
"['fake_loc_58', 'fake_per_44', 'to', 'london']","['I-LOC', 'I-PER', 'O', 'B-LOC']"
"['fake_per_85', 'fake_misc_89', 'around', 'rome']","['B-PER', 'I-MISC', 'O', 'B-LOC']"
"['charlie', 'lives', 'in', 'fake_per_29']","['B-PER', 'O', 'O', 'I-PER']"
"['charlie', 'studies', 'in', 'berlin']","['B-PER', 'O', 'O', 'B-LOC']"
"['fake_prod_11', 'was', 'born', 'word_75', 'beijing']","['B-PROD', 'O', 'O', 'O', 'B-LOC']"
"['fake_misc_15', 'travels', 'in', 'fake_prod_45']","['B-MISC', 'O', 'O', 'B-PROD']"
"['word_86', 'lives', 'to', 'fake_misc_96']","['O', 'O', 'O', 'B-MISC']"
"['bob', 'studies', 'fake_date_65', 'beijing']","['B-PER', 'O', 'B-DATE', 'B-LOC']"
"['fake_per_18', 'fake_prod_48', 'fake_misc_3', 'fake_prod_48']","['B-PER', 'I-PROD', 'I-MISC', 'B-PROD']"
"['linda', 'fake_misc_70', 'near', 'fake_org_18']","['B-PER', 'I-MISC', 'O', 'I-ORG']"
"['fake_org_63', 'fake_per_69', 'in', 'moscow']","['I-ORG', 'B-PER', 'O', 'B-LOC']"
"['fake_prod_21', 'fake_misc_15', 'fake_per_71', 'fake_prod_67', 'fake_date_4']","['I-PROD', 'I-MISC', 'I-PER', 'I-PROD', 'I-DATE']"
"['fake_org_99', 'was', 'born', 'from', 'tokyo']","['B-ORG', 'O', 'O', 'O', 'B-LOC']"
"['fake_misc_3', 'word_64', 'to', 'canada']","['I-MISC', 'O', 'O', 'B-LOC']"
"['fake_loc_75', 'moved', 'in', 'rome']","['B-LOC', 'O', 'O', 'B-LOC']"
"['bob', 'fake_prod_14', 'to', 'london']","['B-PER', 'I-PROD', 'O', 'B-LOC']"
"['fake_per_14', 'moved', 'fake_date_48', 'fake_per_66']","['I-PER', 'O', 'B-DATE', 'I-PER']"
"['fake_date_82', 'fake_per_34', 'to', 'new', 'york']","['I-DATE', 'B-PER', 'O', 'B-LOC', 'I-LOC']"
"['fake_prod_49', 'fake_misc_79', 'near', 'fake_loc_31']","['I-PROD', 'I-MISC', 'O', 'B-LOC']"
"['fake_prod_46', 'lives', 'to', 'canada']","['B-PROD', 'O', 'O', 'B-LOC']"
"['mary', 'fake_org_51', 'near', 'fake_prod_46']","['B-PER', 'B-ORG', 'O', 'I-PROD']"
"['jhon', 'works', 'around', 'canada']","['B-PER', 'O', 'O', 'B-LOC']"
"['charlie', 'fake_misc_87', 'fake_org_17', 'beijing']","['B-PER', 'I-MISC', 'I-ORG', 'B-LOC']"
"['michael', 'works', 'fake_prod_48', 'rome']","['B-PER', 'O', 'I-PROD', 'B-LOC']"
"['fake_loc_100', 'fake_org_58', 'word_3', 'fake_prod_38', 'york']","['B-LOC', 'B-ORG', 'O', 'B-PROD', 'I-LOC']"
"['alice', 'fake_org_98', 'to', 'canada']","['B-PER', 'I-ORG', 'O', 'B-LOC']"
"['jhon', 'travels', 'around', 'new', 'york']","['B-PER', 'O', 'O', 'B-LOC', 'I-LOC']"
"['charlie', 'fake_org_62', 'to', 'rome']","['B-PER', 'I-ORG', 'O', 'B-LOC']"
"['fake_misc_92', 'moved', 'fake_per_96', 'tokyo']","['I-MISC', 'O', 'B-PER', 'B-LOC']"
"['mary', 'fake_org_47', 'fake_per_93', 'fake_prod_64']","['B-PER', 'B-ORG', 'I-PER', 'B-PROD']"
"['bob', 'fake_org_78', 'from', 'moscow']","['B-PER', 'I-ORG', 'O', 'B-LOC']"
"['emma', 'fake_misc_5', 'to', 'moscow']","['B-PER', 'I-MISC', 'O', 'B-LOC']"
"['fake_org_68', 'fake_loc_74', 'fake_date_59', 'new', 'york']","['I-ORG', 'B-LOC', 'B-DATE', 'B-LOC', 'I-LOC']"
"['jhon', 'studies', 'from', 'madrid']","['B-PER', 'O', 'O', 'B-LOC']"
"['fake_per_80', 'fake_misc_89', 'word_71', 'fake_loc_97']","['B-PER', 'I-MISC', 'O', 'B-LOC']"
